LOC_BLANK,LOC_CODE_AND_COMMENT,LOC_COMMENTS,DESIGN_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_PROG_TIME,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
12,2,1,5,16,33.33,422.82,18,16,34,N
1,0,0,2,16,33.61,234.25,20,14,19,N
0,0,0,1,3,16.61,8.3,5,5,5,N
7,0,1,9,44,38.24,1869.68,30,20,54,N
7,0,1,5,99,163.64,3704.86,88,17,107,Y
3,0,0,2,17,16.66,595.54,11,18,22,Y
0,0,4,1,4,13.45,9.69,5,6,10,N
1,0,0,1,5,20.76,18.46,6,4,8,N
0,0,0,1,4,10.04,13.94,4,8,6,N
0,0,0,2,13,28.19,92.04,12,8,19,N
3,0,0,1,20,85.05,382.74,24,6,26,Y
4,0,0,2,13,31.21,120.4,15,10,19,N
4,0,0,3,15,27.17,189.35,15,12,22,N
4,4,15,14,69,39.76,3170.63,35,26,94,N
1,0,0,14,20,34.3,962.73,21,16,23,N
4,0,0,5,48,50.95,1433.1,29,15,54,N
2,1,0,1,4,14.4,7.2,4,6,9,N
14,4,11,3,21,87.9,339.76,41,12,52,Y
3,3,0,1,28,51.24,83.01,15,6,36,N
6,0,0,2,17,14.25,442.37,11,20,25,N
2,0,4,2,12,15.74,150.86,11,17,20,N
1,0,0,1,4,30.79,25.35,10,7,9,N
2,0,0,3,14,20.68,136.74,11,15,18,N
1,0,0,2,10,8.46,74.62,5,9,13,N
3,0,0,4,33,40.36,623.26,26,17,38,N
3,0,0,1,4,6.15,27.68,2,9,9,N
4,0,3,2,21,65.61,120.05,23,8,30,N
4,0,0,3,16,26.16,218.77,13,11,22,N
2,0,0,1,6,21.29,38.27,8,7,10,N
8,0,0,5,51,45.68,1656.97,29,19,61,N
9,0,6,7,52,41.92,1122.42,22,14,70,Y
0,0,0,1,5,10.3,9.16,3,6,7,Y
4,0,7,5,12,33.95,107.88,16,11,27,N
31,0,8,2,48,72.16,1409.38,44,15,87,N
40,6,16,9,109,61.91,8112.97,53,26,173,N
4,0,9,8,66,34.27,4704.32,31,23,79,N
9,0,0,3,32,49.73,869.45,23,12,43,Y
5,0,0,3,59,59.99,1836.97,46,20,66,N
0,0,0,6,12,9.18,951.56,5,12,14,Y
2,0,1,5,43,41.05,897.59,25,16,48,N
5,0,11,4,29,22.98,705,16,16,50,N
4,0,0,2,14,37.07,106.76,15,8,22,N
1,0,0,1,3,9.08,14.35,3,8,6,N
2,0,0,2,7,23.05,46.1,10,10,11,N
1,0,0,3,14,20.02,62.55,9,9,17,N
4,0,3,3,9,23.84,100.89,11,12,18,N
1,0,0,2,8,15.86,19.19,6,7,11,N
5,0,0,2,19,25.7,902.84,17,19,26,N
7,0,0,3,23,18.5,839.95,11,17,33,N
30,4,28,31,351,114.83,34645.34,104,32,415,Y
3,0,4,2,6,19.64,33,8,8,15,N
2,1,11,3,23,19.18,106.56,9,9,39,Y
2,0,0,1,6,14.01,32.06,6,11,10,N
17,0,13,9,94,52.47,4653.57,34,19,126,Y
2,0,0,2,9,18.64,85.76,10,14,13,N
1,0,0,2,6,13.95,4.84,4,5,9,N
2,0,0,1,28,21.69,458.29,13,13,33,N
1,0,0,3,12,15.56,105.52,10,13,15,N
0,0,1,1,28,84.58,134.03,22,5,31,N
2,0,0,8,48,36.65,1688.7,25,16,52,N
12,0,16,402,1213,100.84,935923.39,806,410,1243,Y
4,1,5,6,36,29.13,2705.96,27,24,48,N
0,0,0,1,3,13.32,18.5,3,10,5,N
1,0,0,1,4,20,27.78,8,8,7,N
37,0,51,16,147,63.23,4122.55,37,15,238,N
7,0,1,4,42,22.16,2791.01,21,25,52,N
3,0,0,2,17,45.64,222.13,25,12,24,N
7,0,1,7,34,28.94,709.03,22,21,44,N
4,0,5,2,12,22.42,100.87,12,12,23,N
16,0,1,10,130,46.36,11969.39,41,26,149,N
5,0,3,8,67,61.07,3750.96,50,25,77,N
75,3,69,51,442,212.86,53537.86,175,30,591,Y
0,0,0,1,2,15.19,10.33,5,5,4,N
3,1,4,1,14,11.24,164.9,6,13,25,N
4,0,0,2,20,24.16,159.72,11,10,26,N
2,0,0,1,6,17.86,22.98,8,7,10,N
1,0,0,2,6,13.18,12.92,5,6,9,N
1,0,0,1,4,15.5,7.75,4,6,7,N
3,0,0,4,18,31.01,145.82,15,12,23,N
3,0,0,4,24,20.5,1947.88,17,19,29,N
2,0,0,1,10,12.05,166.77,7,13,14,N
1,0,0,1,4,10.81,13.84,5,6,7,N
2,0,0,1,9,11.91,72.93,6,9,13,N
5,0,1,5,22,28.29,498.47,21,17,31,N
5,1,1,12,54,29.86,4000.78,27,26,63,Y
4,0,0,4,34,22.9,538.36,14,16,43,N
3,0,0,3,17,40.8,198.15,20,11,22,N
13,0,10,19,93,78.88,5177.27,59,26,118,N
6,0,1,2,69,64.87,2306.66,42,17,78,N
5,0,5,4,25,48.68,476.25,24,13,37,N
2,1,1,3,15,16.32,162.04,11,14,22,N
5,0,0,4,35,29.99,1041.49,22,25,42,N
4,0,0,1,11,42.58,67.55,16,9,17,N
4,0,0,2,11,23.84,100.89,11,12,17,Y
1,0,0,3,6,11.37,76.4,5,10,9,N
6,0,0,9,38,32.25,1010.87,22,19,46,N
2,0,0,3,10,16.68,59.31,9,9,14,Y
17,0,0,6,35,25.26,2164.15,15,19,54,N
2,0,0,1,18,19.7,187.52,11,12,22,Y
7,0,0,4,51,45.97,1890.13,27,13,60,N
1,3,1,2,19,13.62,206.01,8,12,26,N
2,0,1,2,5,17.3,8.65,5,6,10,N
25,0,5,7,80,73.04,10561.61,54,19,112,N
4,0,0,2,9,19.17,72.47,10,11,16,N
7,0,5,7,46,41.47,861.2,27,18,60,Y
2,0,0,2,16,35.42,181.33,20,12,20,N
17,0,2,1,112,171.1,4741.83,91,15,133,Y
1,0,1,1,17,15.35,213.75,9,15,22,N
4,0,0,1,6,17.58,35.16,6,9,12,Y
0,0,0,1,9,10.04,31.37,3,9,11,N
4,0,0,2,23,20.77,865.12,17,19,27,N
5,0,0,4,30,35.33,922.14,20,17,37,N
0,0,0,1,3,13.3,29.32,5,9,5,N
10,0,7,8,37,63.13,1041.13,37,17,56,N
13,0,0,11,124,44.37,12660.83,48,32,139,N
1,0,1,2,6,14.34,9.76,5,7,10,N
2,0,0,3,33,30.04,150.63,11,11,37,N
7,0,5,1,20,34.25,206.46,12,10,34,N
6,0,0,3,71,67.75,787.44,42,15,79,Y
1,0,0,2,4,15.36,10.46,6,6,7,N
8,0,2,8,48,31.38,1366.97,27,28,60,N
1,0,0,2,14,46.14,76.87,21,10,18,N
3,0,0,7,36,23.68,963.24,17,20,41,N
0,0,0,1,6,25.66,20.04,8,5,8,N
3,0,6,2,15,12.6,280.01,9,18,26,N
7,0,1,4,22,45.03,118.73,18,8,32,Y
2,0,2,3,12,27.51,123.79,12,12,18,N
15,3,22,31,179,73.82,28593.39,88,44,222,Y
3,0,1,2,11,30.98,145.26,16,14,19,N
5,0,8,4,21,20.33,234.97,13,15,36,N
4,0,2,4,25,31.21,175.56,16,14,34,N
1,0,0,2,16,14.69,165.11,9,16,19,N
0,0,0,2,6,13.71,25.93,6,10,8,N
30,1,0,30,147,75.58,7076.84,37,14,185,N
1,0,0,7,47,44.27,896.42,33,18,52,N
3,0,0,6,25,32.81,1050.03,23,16,30,N
5,4,1,3,83,38.8,2610.75,45,36,96,Y
7,0,8,9,59,53.47,914.73,31,17,77,N
1,1,0,2,9,16.61,8.3,4,6,13,N
3,0,0,2,11,17.09,31.01,7,8,16,N
4,0,0,2,19,25.26,124.26,11,9,25,Y
2,0,0,1,4,18.35,57.34,9,9,8,N
0,0,0,1,4,17.27,6,5,5,6,N
1,0,0,1,14,11.66,92.01,6,11,15,N
3,0,0,2,8,12.6,100.82,5,12,13,N
0,0,0,2,6,16.59,30.86,7,9,8,N
0,0,0,2,7,25.66,20.04,8,5,9,Y
1,0,0,1,8,28.77,21.49,9,6,11,N
12,0,7,7,62,39.19,2398.15,29,25,83,Y
4,0,0,1,94,236.82,3609.42,87,11,100,N
2,0,3,7,67,40.56,1276.24,25,17,75,N
1,0,1,1,10,23.71,174.18,13,13,12,N
5,0,2,3,37,36.53,456.68,21,15,46,N
5,0,4,5,36,37.8,1761.86,29,20,45,Y
3,0,0,7,46,32.35,430.01,16,15,51,N
8,0,1,1,13,27.46,183.54,16,13,24,N
9,2,10,2,26,30.72,715.52,22,17,51,N
3,0,4,8,50,62.85,1410.26,31,14,61,N
36,0,12,8,163,116.17,18114.2,94,30,213,N
0,0,0,7,13,41.18,60.51,14,6,15,N
3,0,0,2,46,36.34,1162.79,23,16,51,N
0,0,0,2,5,6.88,29.28,2,7,7,N
3,0,0,7,71,10.82,11304.6,7,16,77,N
15,0,0,1,66,16.93,4298.09,10,13,83,N
7,0,0,9,65,98.27,527.9,33,11,74,N
9,2,10,5,90,39.59,9555.46,34,27,114,N
17,0,5,10,91,57.26,5138.32,53,30,116,Y
2,0,0,2,19,24.08,1086.58,13,13,23,N
18,0,20,2,45,92.27,3753.36,51,20,87,N
1,0,0,3,11,16.37,43,8,10,12,N
4,0,3,1,7,15.53,75.16,9,12,17,N
5,2,0,9,44,49.37,1162.11,30,19,53,N
6,0,0,4,84,138.59,2980.65,77,15,92,Y
14,3,31,5,56,34.59,3171.73,24,26,106,N
5,3,4,6,37,28.97,712.67,23,22,51,N
1,0,0,1,19,18.49,135.87,9,9,22,N
5,3,0,2,40,42.88,385.91,22,16,50,N
21,0,45,9,67,36.91,2648.21,23,19,135,N
14,0,5,4,33,17.29,1060.96,13,18,54,Y
2,0,0,1,10,13.35,54.5,7,10,14,Y
0,0,0,2,11,24.52,38.76,9,8,13,N
4,3,5,22,93,64.17,9481.55,42,19,107,N
12,1,25,20,88,58.79,4574,52,28,128,N
1,0,0,1,13,15.07,72.91,6,7,16,N
3,0,0,1,9,28.07,335.41,12,11,15,Y
5,0,5,1,38,23.49,1213.72,14,14,50,Y
14,0,0,1,62,27.23,877.87,17,21,79,N
0,0,0,1,0,0,0,0,0,26,Y
5,0,0,4,26,30.98,694.53,23,21,33,Y
2,0,0,1,11,39.27,26.14,13,6,15,Y
1,0,0,3,23,55.07,364.11,33,16,24,N
8,0,1,5,39,27.07,1179.16,18,16,50,N
1,0,0,3,14,24.11,54.86,10,8,17,N
5,5,0,4,58,39.9,987.18,29,24,70,N
10,0,1,7,23,13.98,1243.03,8,16,36,N
26,2,41,24,223,142.15,13200.38,113,28,294,Y
8,1,3,5,40,34.85,947.81,24,18,54,Y
7,0,0,3,21,24.16,110.92,11,10,30,N
4,0,5,2,12,27.06,69.88,11,10,23,Y
4,0,11,6,18,32.83,729.53,21,15,35,N
3,0,1,2,16,20.43,103.43,11,14,23,N
0,0,0,1,7,13.71,25.93,6,10,9,N
0,0,0,2,4,13.45,9.69,5,6,6,N
7,2,3,5,60,25.49,4473.53,19,24,77,Y
4,0,0,4,16,20.27,435.18,16,17,22,N
4,0,0,3,18,36.33,52.81,13,7,24,N
3,0,3,1,9,61.45,25.15,14,4,15,N
11,0,7,20,53,56.68,3313.02,39,22,73,N
2,0,0,3,34,25.78,1741.76,16,12,38,N
2,0,0,2,18,13.3,804.58,11,22,23,Y
44,1,0,21,439,142.35,104139.2,81,22,486,N
12,6,6,17,122,73.09,8420.11,56,25,148,N
0,0,0,1,4,14.14,21.65,6,9,6,N
2,1,0,1,13,23.56,175.26,14,12,19,N
0,0,0,1,5,7.8,10.83,3,5,7,N
2,0,0,3,23,28.5,556.64,14,15,27,N
13,1,0,1,42,60.38,1433.97,37,15,58,Y
1,0,0,2,10,11.64,180.59,7,13,11,N
1,0,0,3,8,26.76,72.84,11,11,11,N
0,0,0,1,0,0,0,0,0,15,N
1,0,7,1,21,9.39,691.47,5,13,31,N
1,0,0,1,9,32.7,65.4,14,8,13,N
0,0,0,1,3,7.11,6.32,2,4,5,N
1,0,0,2,6,10.89,41.19,6,9,9,N
24,0,8,8,94,82.22,7144.54,61,25,129,Y
14,6,4,6,105,86.09,2661.84,49,17,131,N
1,0,0,2,21,28.19,252.81,17,16,24,N
2,0,0,4,34,41.52,302.68,22,14,39,N
9,0,18,3,28,46.87,1594.93,28,18,57,N
5,0,5,37,188,93.57,51270.04,86,39,200,Y
2,0,3,1,5,23.36,19.23,10,7,12,N
4,0,1,1,8,27.8,93.31,11,9,16,Y
3,1,7,2,31,22.59,673.06,16,19,44,Y
0,0,0,1,9,25.09,17.78,7,5,11,N
2,0,0,2,13,8.39,263.99,5,14,18,N
4,0,0,2,11,18.73,84.28,8,12,17,Y
5,0,0,3,30,29.14,533.74,19,15,37,Y
2,0,0,2,17,25.31,200.48,17,14,19,N
5,0,1,3,22,38.2,221.99,22,15,33,N
3,0,13,1,11,0,0,0,5,29,N
1,0,0,2,6,16.76,63.39,8,12,9,N
13,0,6,3,36,32.65,2039.71,17,15,58,N
1,0,0,2,6,8.86,13.56,4,6,9,N
9,0,1,8,50,50.46,1585.66,37,22,62,Y
4,0,2,2,16,51.89,49.05,16,6,24,Y
3,0,0,1,13,18.97,81.6,10,11,16,N
17,0,4,12,76,70,3410.86,52,20,99,N
1,0,0,1,9,25.84,97.72,8,6,12,N
5,0,0,3,39,31.83,1232.37,25,20,44,Y
5,0,0,5,26,18.38,679.65,15,18,33,N
6,2,2,5,28,50.21,200.55,24,11,40,N
7,0,1,6,24,25.49,1124.96,19,21,34,N
2,0,1,5,21,14.63,789.46,9,17,26,N
6,0,6,3,30,37.41,568.36,27,19,44,N
3,0,0,4,13,26.7,213.62,13,12,20,N
2,0,0,2,8,27.13,99.94,14,12,12,N
0,0,0,2,5,11.4,28.15,6,10,7,N
4,0,0,2,18,21.16,365.88,14,19,24,N
21,0,0,7,136,71.84,8619.69,54,21,161,N
0,0,0,1,8,96.32,6570.81,12,29,8,N
1,0,0,1,11,35.6,54.52,12,7,14,Y
20,0,4,23,150,72.98,13958.25,51,21,176,N
2,0,0,1,5,5.84,12.67,2,5,9,N
9,0,5,7,46,30.05,1341.66,20,21,62,N
4,0,2,2,22,26.42,254.79,17,16,32,N
6,0,5,7,51,44.97,1783.71,34,23,64,N
0,0,0,1,4,26.31,11.56,8,5,6,N
7,0,5,3,24,45.3,619.71,26,17,39,N
3,0,3,3,42,63.9,1308.96,47,19,48,N
2,0,0,3,19,19.01,1125.99,16,19,23,N
5,0,5,1,15,29.97,115.61,12,10,27,N
1,0,0,1,3,9.49,6.46,3,7,6,N
2,0,5,1,22,20.57,315.54,13,18,32,N
0,0,0,1,6,41.88,9.31,10,4,6,N
2,0,0,2,9,16.6,119.36,8,13,17,N
2,0,2,1,3,17.17,5.49,5,4,9,N
1,0,0,1,9,50.88,56.54,18,7,12,N
1,0,0,4,15,26.71,114.9,15,11,16,N
1,0,12,5,24,19.87,441.62,14,16,39,N
2,0,0,1,8,26.06,54.52,11,9,12,N
1,0,1,3,9,10.24,68.8,6,12,13,N
9,2,3,3,52,35.6,1510,19,14,68,N
26,3,22,16,98,60.05,10240.59,47,24,151,Y
8,0,0,3,29,48.25,354.51,22,11,39,N
10,1,2,2,48,66.46,1716.72,32,15,66,N
2,0,0,1,6,11.81,29.9,4,6,11,N
7,0,6,3,31,18.75,302.68,11,15,46,N
0,0,0,1,4,16.46,31.11,6,10,6,N
4,0,3,2,19,57.81,201.46,25,9,30,N
6,0,0,5,32,46.12,427.94,26,14,41,Y
1,0,0,1,6,10.24,22.59,5,7,9,N
4,0,0,5,63,47.28,2663.24,38,20,69,Y
21,0,30,40,122,132.52,6831.86,81,21,175,Y
6,0,0,3,26,27.63,688.41,17,16,37,N
1,0,0,1,4,17.92,8.96,6,6,7,N
9,0,5,1,23,60.15,386.76,29,13,40,N
7,0,6,1,30,26.44,370.59,17,15,45,N
17,0,0,52,191,244.43,2070.81,53,7,210,N
2,3,0,3,17,38.31,105.21,16,9,24,N
3,0,0,2,7,17.29,43.76,8,12,12,N
3,0,0,1,7,11.95,61.18,5,8,12,N
12,0,2,2,21,26.5,577.08,15,18,37,N
12,0,4,3,39,18.23,3171.52,12,17,57,N
2,0,0,5,24,36.44,663.9,23,17,28,N
2,0,0,5,18,29.64,262.76,19,16,24,N
3,0,4,3,19,22.93,168.44,10,10,28,N
0,0,0,1,5,13.19,7.15,4,5,7,N
3,0,2,4,42,49.86,1280.55,34,17,47,N
0,0,0,1,7,39.65,79.29,13,6,9,N
17,0,0,3,75,42.27,5341.8,26,20,94,N
8,0,3,6,47,32.24,2784.53,28,24,60,N
7,2,9,2,15,40.46,145.57,21,13,35,N
9,0,0,8,63,36.77,1629.32,29,21,78,N
3,0,1,1,8,27.59,51.17,9,8,14,N
0,0,1,1,4,35.94,12.48,10,5,7,N
0,0,0,1,3,9.49,6.46,3,7,5,N
7,2,0,4,38,41.08,662.4,27,23,49,Y
3,1,2,7,19,29.9,316.87,16,13,27,N
9,0,0,7,91,61.31,4435.36,53,25,105,N
3,0,1,1,17,17.79,281.47,8,10,23,Y
6,0,0,2,15,35.66,215.12,19,12,23,N
2,0,0,2,11,30.73,105.41,14,11,16,N
0,0,0,4,15,31.65,19.53,9,6,17,Y
1,0,0,2,8,15.45,43.79,7,10,11,N
6,0,5,6,34,52.23,779.71,28,18,49,N
5,0,0,2,15,20.02,62.55,9,9,22,N
2,0,3,1,11,19.14,277.3,10,17,18,N
3,0,0,3,26,24.04,249.06,16,19,32,N
19,0,65,10,126,63.42,8091.8,51,26,214,Y
2,3,0,3,10,35.47,279.81,18,11,17,N
4,0,9,8,78,43.5,6591.1,27,20,95,N
6,0,12,1,37,41.72,1007.93,24,13,57,N
9,6,6,19,113,62.01,11803.61,41,20,140,N
6,0,1,3,32,54.01,361.92,29,13,41,Y
4,0,0,2,20,26.48,835.02,17,18,26,N
1,0,2,2,14,27.13,99.94,14,12,19,N
3,0,0,3,19,15.85,198.07,8,10,24,N
3,0,3,3,27,32.78,461.97,27,20,35,N
2,0,0,1,8,13.59,50.37,6,7,12,N
3,0,8,4,13,26.84,538.33,16,16,27,N
9,0,0,4,39,21.29,460.38,13,19,50,N
1,0,3,1,16,16.54,417.46,8,11,22,N
4,0,0,5,23,40.65,365.27,23,13,29,N
6,1,5,5,19,24.04,272.61,14,16,33,N
1,0,0,2,20,33.99,39.56,13,7,23,N
6,0,0,2,18,56.92,203.42,24,11,26,N
2,1,0,4,42,54.58,1309.98,35,15,45,N
1,0,0,1,4,12.8,12.55,5,7,7,N
2,0,0,3,6,25.06,78.33,12,12,10,N
5,0,3,4,21,26.02,438.53,18,19,31,Y
2,0,0,2,14,10.52,363.44,8,21,19,N
3,3,7,3,43,35.97,818.52,23,19,58,Y
4,0,0,2,13,20.35,173.39,13,14,19,N
1,0,0,2,14,36.34,140.21,18,10,17,N
3,0,0,2,11,17.84,68.83,9,10,16,N
2,0,4,2,18,22.55,372.03,13,16,26,N
8,0,4,2,33,55.9,694.05,30,13,53,Y
3,0,0,4,28,49.68,681.53,21,15,34,Y
5,0,0,1,12,33.47,115.3,12,9,20,N
3,0,13,3,8,31.03,153.25,14,11,26,Y
4,0,0,4,22,41.62,206.78,23,15,28,N
7,0,13,3,48,27.92,1882.09,12,11,70,Y
9,1,2,6,40,32.5,786.42,23,20,54,N
3,0,0,3,8,11.86,18.16,4,7,13,Y
1,0,0,1,9,15.28,144.89,8,11,12,N
4,0,1,1,16,12.07,421.39,7,13,24,N
4,0,0,3,17,24.78,254.42,16,15,24,N
15,3,10,4,44,44.48,955.8,30,20,74,N
0,0,0,2,6,16.71,24.56,7,8,8,N
4,0,2,2,15,20.45,151.73,9,13,23,N
3,0,0,2,7,13.41,69.28,7,15,12,N
32,0,1,12,208,112.39,17364.01,98,32,243,N
2,0,3,3,10,18.86,126.78,9,11,17,N
9,0,0,1,30,85.34,599.3,37,13,42,N
3,0,0,3,35,21.77,976.73,19,24,41,N
1,0,0,2,8,23.98,42.15,8,9,13,N
14,0,0,12,79,64.75,2916.38,55,27,95,N
7,0,5,4,31,34.19,486.22,21,16,49,N
5,0,6,16,85,81.19,3388.22,59,22,98,N
1,0,0,3,26,34.99,534.31,19,14,29,N
3,1,2,4,13,20.49,717.69,14,19,21,N
2,0,0,1,26,22.02,191.12,9,9,30,N
8,0,15,6,40,22.38,1269.73,12,13,65,N
5,0,0,2,14,23.76,118,11,13,23,Y
3,3,0,4,25,22.09,567.36,16,16,33,N
1,0,1,4,25,32.65,374.48,19,14,29,N
7,3,8,5,28,29.36,477.01,20,19,48,N
1,0,0,2,5,13.71,19.04,7,7,8,N
1,0,1,1,14,18.59,209.77,12,18,18,N
1,0,0,1,5,19.16,40.75,8,9,8,N
18,2,31,13,109,53.12,6670.48,46,27,162,Y
0,0,0,1,16,16.47,25.23,4,7,18,N
1,0,0,1,7,39.53,35.14,14,7,12,N
14,0,0,4,55,77.97,2011.72,49,16,71,Y
7,0,3,3,32,44.49,401.15,25,13,44,N
10,0,6,13,62,43.36,1628.42,33,22,80,N
38,0,1,5,98,154.83,12461.58,80,15,139,Y
12,0,0,1,30,40,194.69,25,18,44,N
15,11,31,10,130,169.21,7660.05,132,24,187,Y
2,0,0,1,10,10.61,71.35,6,12,14,N
4,0,0,7,48,28.32,1164,15,12,54,Y
11,0,2,4,72,68.75,3561.62,42,19,88,Y
3,0,2,1,13,11.08,200.95,7,11,20,N
0,0,0,3,6,20.23,76.5,10,11,8,N
2,1,0,3,35,52.6,597.84,33,16,40,N
2,0,0,2,8,14.34,24.1,6,6,12,N
3,0,0,8,19,26.92,612.45,17,16,24,N
13,0,2,1,113,164.62,4970.03,93,16,130,Y
5,0,2,3,35,24.14,1137.14,17,22,45,N
9,1,3,1,19,11.52,1023.87,11,20,34,N
2,2,3,2,10,17.24,163.38,8,11,19,Y
12,0,4,6,78,45.1,3795.15,31,19,96,N
1,0,2,1,4,30.47,6.77,8,4,9,N
1,0,0,3,10,12.83,63.34,7,11,13,Y
5,0,13,2,552,113.44,124421.27,549,280,572,Y
3,0,4,4,16,22.99,49.45,9,8,25,Y
2,0,0,1,4,12.82,38.3,6,11,8,N
13,2,9,8,97,134.27,5152.96,113,27,121,N
3,0,0,8,43,25.32,1172.85,16,14,48,N
0,0,0,2,6,15.01,46.91,8,10,8,N
6,1,0,3,30,23.21,576.36,14,16,39,N
3,0,2,4,17,17.57,672.65,12,18,25,N
6,0,9,11,66,54.09,1369.94,37,20,83,Y
2,0,0,4,21,46.08,349.7,24,11,25,N
2,0,0,4,29,29.55,676.99,18,17,34,N
24,0,20,7,73,128.71,3560.02,64,17,121,Y
3,0,0,2,15,22.17,257.64,14,15,20,N
6,0,0,2,20,40.76,343.67,25,14,28,Y
4,2,6,1,28,16.37,1286.25,10,16,45,N
11,2,4,5,66,29.5,3806.19,21,22,86,N
6,0,0,6,23,33.51,411.6,23,18,32,Y
1,0,3,6,13,9.87,776.66,7,17,19,N
2,1,0,1,24,11.21,523.65,7,14,29,N
3,0,4,2,36,17.31,384.56,8,10,46,N
0,0,0,2,18,15.37,147.35,11,17,20,N
5,0,3,59,123,114.63,10854.84,70,20,133,N
1,0,0,2,35,49.62,457.94,27,12,38,N
10,5,20,16,105,47.52,5508.81,36,23,143,N
7,2,6,10,46,45.45,2190.59,33,18,61,Y
4,0,0,2,27,27.63,657.83,20,18,33,N
3,0,0,2,19,30.21,293.8,13,8,24,N
3,0,0,3,17,21.14,272.48,13,18,22,N
1,0,3,5,20,21.9,220.52,14,13,26,N
8,2,4,12,48,70.36,1000.66,41,16,64,N
2,0,0,3,29,45.31,288.99,21,10,33,Y
0,0,0,2,25,31.86,122.17,13,12,31,N
4,0,0,1,27,24.98,492.86,13,14,33,N
6,1,4,5,22,66.95,369.64,32,11,35,N
4,0,0,2,13,15.74,152.85,9,14,19,N
2,0,8,3,16,13.8,338.21,7,14,28,N
2,2,1,6,24,40.68,232,19,11,31,N
3,0,1,1,4,8.54,10.33,3,7,10,N
10,0,1,8,45,33.73,797.05,24,18,58,N
10,0,1,1,38,78.09,778.97,25,10,51,Y
4,0,0,1,13,21.25,106.56,14,14,19,N
0,0,0,2,4,10.8,3.75,3,5,6,N
5,0,0,4,30,42.86,837.12,26,15,37,N
3,0,3,2,18,19.2,175.64,9,11,26,N
22,0,0,5,57,103.45,900.32,62,16,81,N
0,0,0,1,4,32.68,13.73,10,5,6,N
0,0,0,2,4,8.3,20.5,3,8,6,N
3,0,8,1,14,35.93,63.8,13,7,27,N
2,0,0,2,8,18.25,76.13,9,12,12,N
5,0,8,3,29,41.53,565.31,23,16,44,N
1,0,0,1,19,15.85,88.03,8,10,20,N
2,0,0,2,9,19.14,92.62,12,14,13,N
2,0,1,2,7,26.21,33.17,11,7,12,Y
5,0,4,2,18,21.81,597.26,15,18,30,N
0,0,0,7,33,33.43,206.56,11,8,36,N
59,5,36,15,242,134.46,32220.46,117,34,344,Y
0,0,0,1,3,12.68,9.91,4,5,5,N
0,0,0,1,0,0,0,0,0,17,N
2,0,3,2,30,15.98,799.07,11,15,35,N
6,0,0,2,13,42.22,190,20,12,21,N
0,0,0,2,5,7.97,15.07,3,7,7,N
8,0,0,4,47,48.7,777.94,23,12,58,N
1,0,1,1,19,37.03,347.69,16,8,23,N
7,0,20,1,30,19.18,590.34,13,17,61,N
4,0,0,3,32,26.71,1301.53,17,19,40,N
5,0,1,4,38,19.19,959.73,10,15,46,N
5,0,3,3,16,12.01,552.93,7,13,26,N
1,0,0,2,11,12.57,213.89,6,10,15,N
0,0,0,1,2,14.34,9.76,5,7,5,N
3,0,1,2,18,20.53,75.29,8,10,24,Y
5,0,0,5,18,27.67,345.83,17,15,25,Y
7,0,0,6,49,84.07,748.09,48,15,56,Y
6,0,0,6,19,42.1,290.41,21,12,27,N
2,0,0,1,15,12.31,67.01,5,9,19,N
3,0,3,2,9,23.46,30.02,10,8,17,Y
1,0,0,3,22,46.6,326.33,22,13,25,N
0,0,0,1,6,15.09,73.04,6,8,8,N
4,1,0,4,28,38.97,145.96,19,13,35,Y
8,3,29,6,97,60.06,7528.97,40,19,139,Y
2,0,0,4,20,21.35,745.11,15,16,22,N
0,0,13,33,73,93.46,616.11,28,10,88,N
5,0,8,4,42,41.05,1178.5,28,19,57,N
1,0,0,4,18,33.35,156.03,17,12,21,N
0,0,0,2,9,37.09,41.73,14,7,11,N
0,1,0,1,1,0,0,0,2,5,N
3,0,1,3,24,20.34,604.41,16,20,28,Y
5,0,0,1,18,15.21,454.02,11,15,25,N
1,0,0,4,14,39.47,127.7,19,10,15,N
4,0,0,2,18,18.9,369.21,8,10,24,N
1,0,1,3,17,26.94,123.95,15,13,23,N
0,0,0,1,5,13.84,9.42,4,7,7,N
16,0,2,12,77,70.33,3979.53,47,20,97,Y
8,0,0,5,36,34.67,983.03,27,20,46,N
1,0,2,1,22,13.1,776.51,6,14,27,N
8,0,26,3,32,31.75,264.02,17,16,68,N
0,0,0,2,5,14.31,32.86,7,9,7,N
5,0,0,4,31,28.71,346.27,15,13,39,Y
31,1,3,3,234,275.71,16696.66,127,14,271,Y
6,0,1,4,32,63.84,648.93,37,13,41,Y
4,0,0,6,40,49.93,2562.52,42,23,44,N
5,5,8,10,68,42.9,3321.5,33,22,90,Y
15,4,7,20,153,122.21,12356.13,100,27,181,N
0,0,0,2,9,12.84,34.94,5,10,11,N
2,0,0,1,13,22.91,166.96,11,12,17,N
5,0,1,2,25,85.12,370.96,42,12,33,N
13,0,0,11,103,80.44,6123.48,59,21,120,N
6,3,6,7,53,44.25,1183.09,32,18,74,Y
0,0,0,11,38,53.55,259.13,27,18,40,N
14,0,22,6,30,101.21,176.33,30,8,68,N
5,0,1,5,23,43.97,370.21,29,17,31,N
2,0,0,2,11,22.79,102.57,11,11,13,N
